"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Grams","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Image Src","Image Position","Image Alt Text","Variant Image"
"the-camel-coat","","","","","","","Size","S","Colour","Camel","VLA-CMC-S-CA","0","deny","manual","545.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=1000&q=80&auto=format&fit=crop"
"the-camel-coat","","","","","","","Size","M","Colour","Camel","VLA-CMC-M-CA","0","deny","manual","545.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=1000&q=80&auto=format&fit=crop"
"the-camel-coat","","","","","","","Size","L","Colour","Camel","VLA-CMC-L-CA","0","deny","manual","545.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=1000&q=80&auto=format&fit=crop"
"the-camel-coat","","","","","","","Size","XL","Colour","Camel","VLA-CMC-XL-CA","0","deny","manual","545.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=1000&q=80&auto=format&fit=crop"
"the-silk-scarf","The Silk Scarf","<p>A large-format silk scarf printed with an abstract VELA Studio motif. Wear tied, draped, or folded.</p><p><strong>Fabric:</strong> 100% Mulberry Silk<br><strong>Care:</strong> Dry clean only<br><strong>Made in:</strong> Italy</p>","VELA Studio","Accessories","accessories,new-in","TRUE","Colour","Clay","","","VLA-SCS-CL","0","deny","manual","125.00","","TRUE","TRUE","https://images.unsplash.com/photo-1483985988355-763728e1935b?w=1000&q=80&auto=format&fit=crop","1","The Silk Scarf – Clay","https://images.unsplash.com/photo-1483985988355-763728e1935b?w=1000&q=80&auto=format&fit=crop"
"the-silk-scarf","","","","","","","Colour","Ivory","","","VLA-SCS-IV","0","deny","manual","125.00","","TRUE","TRUE","https://images.unsplash.com/photo-1558769132-cb1aea458c5e?w=1000&q=80&auto=format&fit=crop","2","The Silk Scarf – Ivory","https://images.unsplash.com/photo-1558769132-cb1aea458c5e?w=1000&q=80&auto=format&fit=crop"
"the-leather-belt","The Leather Belt","<p>A clean single-prong belt in smooth Italian leather. Available in four waist sizes, two finishes.</p><p><strong>Fabric:</strong> 100% Italian Vegetable-Tanned Leather<br><strong>Care:</strong> Condition with leather balm<br><strong>Made in:</strong> Italy</p>","VELA Studio","Accessories","accessories,bestsellers","TRUE","Size","65cm","Colour","Ink","VLA-LBL-65-IK","0","deny","manual","145.00","","TRUE","TRUE","https://images.unsplash.com/photo-1525507119028-ed4c629a60a3?w=1000&q=80&auto=format&fit=crop","1","The Leather Belt – Ink","https://images.unsplash.com/photo-1525507119028-ed4c629a60a3?w=1000&q=80&auto=format&fit=crop"
"the-leather-belt","","","","","","","Size","70cm","Colour","Ink","VLA-LBL-70-IK","0","deny","manual","145.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1525507119028-ed4c629a60a3?w=1000&q=80&auto=format&fit=crop"
"the-leather-belt","","","","","","","Size","75cm","Colour","Ink","VLA-LBL-75-IK","0","deny","manual","145.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1525507119028-ed4c629a60a3?w=1000&q=80&auto=format&fit=crop"
"the-leather-belt","","","","","","","Size","80cm","Colour","Ink","VLA-LBL-80-IK","0","deny","manual","145.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1525507119028-ed4c629a60a3?w=1000&q=80&auto=format&fit=crop"
"the-leather-belt","","","","","","","Size","65cm","Colour","Tan","VLA-LBL-65-TN","0","deny","manual","145.00","","TRUE","TRUE","https://images.unsplash.com/photo-1576506295286-5cda498003d8?w=1000&q=80&auto=format&fit=crop","2","The Leather Belt – Tan","https://images.unsplash.com/photo-1576506295286-5cda498003d8?w=1000&q=80&auto=format&fit=crop"
"the-leather-belt","","","","","","","Size","70cm","Colour","Tan","VLA-LBL-70-TN","0","deny","manual","145.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1576506295286-5cda498003d8?w=1000&q=80&auto=format&fit=crop"
"the-leather-belt","","","","","","","Size","75cm","Colour","Tan","VLA-LBL-75-TN","0","deny","manual","145.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1576506295286-5cda498003d8?w=1000&q=80&auto=format&fit=crop"
"the-leather-belt","","","","","","","Size","80cm","Colour","Tan","VLA-LBL-80-TN","0","deny","manual","145.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1576506295286-5cda498003d8?w=1000&q=80&auto=format&fit=crop"
